uid,has_photo,sex,has_mobile,followers_count,contacts,relatives,relation,personal,activities,music,movies,tv,books,about,quotes,albums,audios,followers,friends,pages,photos,subscriptions,videos,clips_followers,age,city,country
648795166,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,33,0,65,83,12,18,0,65,36,,
646239265,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641651751,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652071977,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651056169,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,0,0,34,,
648041515,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651645996,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,35,,
641651759,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648205370,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,11,,0,0,,27,,
643388474,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,9,14,0,1,2,9,66,2482,1
647320636,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,2,3,1,1,0,4,30,,
645649468,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,34,1,4,42,1,0,37,5,19,,
650925121,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645354563,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2,57,467,3
640406595,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,21,0,0,16,0,0,0,0,18,,
650171462,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,117,8,,8,0,,37,2,1
648598599,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650368074,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,6,0,4,23,1,0,6,4,,,
650925131,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,13,1,0,4,2,0,2,1,31,,
642602061,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,116,0,10,30,3,2,0,10,33,,
642733138,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650335315,1,1,1,7,0,1,1,1,1,1,1,1,1,1,1,0,4,7,39,6,3,2,0,46,36,,
649909332,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,14,2,57,7,17,0,2,59,,1,1
648565848,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652072026,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6,1,0,38,7,0,9,1,25,,1
652072027,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,9,0,0,39,59,0,7,0,29,,1
651351132,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,1,6,4,0,0,3,46,,
652072031,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9,1,0,39,12,0,5,1,25,,1
641684575,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,44,116,,0,0,,,49,1
650007652,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645911652,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,48,,5,0,,,,9
651416678,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646730855,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,14,1,5,10,4,0,2,6,30,,
651252841,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,1,24,1,1
650925164,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,23,2,1756,15,23,29,13,1758,,1,1
646042736,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1,3,14,88,3,4,9,17,20,,
652039285,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649385077,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648172661,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640636028,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,55,,0,0,,26,,
652072067,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651252869,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,0,0,0,0,20,,
644404358,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,67,,8,0,,20,,
646239369,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,24,36,18,0,0,26,56,,
643191949,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,14,,
645813390,1,2,1,5,0,1,1,1,1,1,1,1,1,1,1,0,2,5,3,44,5,0,3,8,,,1
639653005,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,28,,0,0,,24,,
642110608,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14,,0,0,,21,1,1
642995348,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,114,27,,0,0,,,,
643880088,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,10,,0,0,,14,,
651842715,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,21,,
648139935,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644011170,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,,0,0,,,69,1
650466467,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,5,0,0,5,1,0,5,0,,,
652072102,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642340008,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,49,49,,0,0,,51,,
642995370,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,116,25,,0,0,,35,,
642995371,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,114,27,,0,0,,30,,
642012336,1,2,1,8,0,1,1,1,1,1,1,1,1,1,1,0,0,8,14,7,6,0,0,22,72,,
639685810,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,12,59,1,0,0,13,21,,
649712823,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649680055,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641488059,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,78,,0,0,,38,,
651941056,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,7,0,2,4,1,0,0,2,18,,
645944520,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643028169,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,24,,0,0,,37,,
641684683,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,1,35,3,93,0,3,27,102,1
649483468,1,2,1,22,0,1,1,1,1,1,1,1,1,1,1,0,124,22,8,469,19,12,191,30,28,,
641717455,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652072148,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,9,1,0,39,31,0,5,1,29,,1
646304980,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,20,,0,0,,,1,1
651089110,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652072153,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9,1,0,37,4,0,4,1,25,,1
652072154,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,9,1,0,36,50,0,3,1,31,,1
651318489,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,23,,
652072157,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647976157,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,132,0,4,0,2,29,,
650597606,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,4,3,0,0,0,4,57,479,1
650532077,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,119,23,7,114,0,119,14,,
652072177,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642929905,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,120,,2,0,,24,5265422,65
652072190,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650925311,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647582976,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,,0,0,,32,5421261,31
639849742,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,1363,,0,0,,,378,9
644306191,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642995474,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,122,26,,0,0,,30,,
650433811,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,24,22,120,2,0,24,41,,
644568342,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,70,,
643912982,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,0,0,55,55,1
640210205,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,5,7,0,0,0,5,14,,
652498206,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7,0,0,0,0,34,,
652006687,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,59,52,1,1,0,59,30,149,1
643650854,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,2,22,7,4,1,0,24,43,64,1
648303913,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,69,2,1
639718698,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,26,15,2,29,0,29,14,,
648434987,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649155886,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,8,0,2,39,1,0,4,2,,,
649549111,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,89,0,0,35,0,0,0,0,15,,1
646108473,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,13,0,3,0,72,25,,
650630459,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,9,0,0,5,1,0,5,0,,,
648336701,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,2,15,1,0,0,6,29,75,1
651679048,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20,1,0,3,0,34,,
641160524,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646862161,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,26,,1,0,,,,
650925397,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650892629,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,25,2,1280,10,23,24,20,1282,,1,1
640144730,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,29,,0,0,,34,,1
649057628,1,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,61,2,0,0,66,30,134,1
640931164,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,96,,0,0,,15,1,1
648566111,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,20,0,0,2,7,69,,
651253089,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643913064,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,72,,0,0,,25,,
646763883,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644502894,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649155953,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,152,40,,9,0,,23,73,1
643028337,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,23,,0,0,,33,,
649418101,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,9,2,61,9,18,1,5,63,,1,1
652105081,1,1,1,7,0,1,1,1,1,1,1,1,1,1,1,1,0,7,65,13,20,1,6,72,,1,1
652072314,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9,1,0,39,30,0,6,1,25,,1
650532218,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,70,,
647714170,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,69,40,,5,0,,,,
643913082,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,5,9,1,0,0,9,30,5048,1
651449730,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,122,51,,1,0,,,61,1
651253128,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649319816,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650925451,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651449749,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16,,0,0,,20,,
651416984,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,13,3,1,0,2,18,,
651253145,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639653275,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,20,,0,0,,39,104,1
647681437,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646403487,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,35,,15,0,,21,1,1
640112032,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,43,5,1,1,0,44,39,2,1
650696100,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8,0,0,0,0,22,1,1
649123240,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640210344,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7,0,0,0,0,50,,
645486000,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,9,54,0,0,0,9,14,,
642405810,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647550392,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,8,2,0,0,3,19,1,1
649418172,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652072400,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,6,0,0,39,59,0,6,0,30,,1
645715408,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,9,0,0,0,0,27,1,1
639522259,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,0,6,1,0,0,2,30,340,1
651482586,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,31,4,4,1,0,35,37,,
646075869,0,2,1,70,0,0,0,0,0,0,0,0,0,0,0,0,1,70,31,44,1,0,0,101,,334,1
651711967,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,15,0,0,0,0,41,,
650106342,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,5,1,0,0,1,35,,
651679208,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,39,0,0,0,0,37,,
651351536,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,36,4,28,22,1,3,0,32,33,1,1
651056625,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,31,2,0,0,1,24,,
649418225,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,0,3,70,6,20,6,6,73,,1,1
643618292,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,80,,0,0,,14,,
651220473,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649516537,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,27,,0,0,,39,,
652072451,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642569733,1,1,1,1334,0,0,0,0,0,0,0,0,0,0,0,0,5,1334,8991,3,1,9,2,10325,40,,
642831884,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645781006,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,4,,0,0,,14,,
646731285,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,48,0,4,10,1,3,0,4,23,,
641029654,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,0,0,0,2,51,,
651482651,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,0,3,66,8,16,3,8,69,,1,1
650630689,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,0,5,62,26,7,4,0,67,23,,
648074786,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647484965,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652105263,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648205876,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,26,11,1,0,1,29,49,,
652072506,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,9,0,0,39,38,0,4,0,29,,1
652072514,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650597955,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,33,0,16,8,14,1,7,16,40,87,1
644175426,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,94,16,,3,0,,25,,
650597974,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,14,3,91,10,9,5,6,94,,1,1
651286103,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,5,2,0,5,1,0,3,2,,185,1
648468054,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,11,1,0,2,1,0,0,1,35,,
650434138,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,21,0,9,13,8,3,0,9,14,,
649942619,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1,3,6,9,1,0,0,9,45,,
645781083,1,2,1,6,0,1,1,1,1,1,1,1,1,1,1,0,3,6,28,71,1,3,0,34,32,,
644273756,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641586782,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645158495,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,3,53,13,0,16,4,59,1,1
647517792,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,3,9,2,0,0,3,,,
650925665,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,20,,0,0,,44,,
639719003,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,23,233,0,7,0,23,16,,
652203621,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651875944,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645256811,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,21,6,1,0,0,21,51,,
644175468,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,1,53,122,1
651122287,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649188978,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651941499,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,24,0,44,8,3,7,5,44,36,2,1
647124613,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,17,20,1,0,0,17,38,,
645453449,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639686283,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,64,15,,0,0,,14,147,1
644306573,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,9,1,0,0,2,40,1,1
644142735,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,74,,0,0,,43,,
650565266,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649287317,1,1,1,24,0,1,1,1,1,1,1,1,1,1,1,0,455,24,197,46,2,3,630,221,19,,
652170902,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,7,5,1,0,0,7,50,1122404,1
649615003,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,5,0,12,3,0,0,5,27,2,1
648599204,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642700973,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,0,0,9,63,115,40,0,0,72,14,,
646141614,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23,,0,0,,21,185,1
642995892,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,135,23,,0,0,,21,,
649156277,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650598071,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645224120,1,2,1,5,0,1,1,1,1,1,1,1,1,1,1,0,15,5,22,47,1,0,0,27,21,,1
642209467,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647354049,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642275011,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642864840,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,32,214,194,5,9,34,53,103,1
651941577,1,1,1,17,0,1,1,1,1,1,1,1,1,1,1,0,12,17,208,10,7,9,11,225,,56,1
646960841,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,130,3,,11,0,,,1,1
643716809,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,5,98,7,0,4,6,,,
652203725,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,5,2,2,0,0,5,34,,
649123533,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,11,3,31,31,1,0,0,34,27,,
639489747,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,22,,4
648173269,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,97,0,6,0,0,14,,
645846747,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,227,348,,19,0,,16,,
650073823,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650893027,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,24,17,1,5,0,25,29,1,1
645256943,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,32,,0,0,,,119,1
643421940,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,105,74,,2,0,,30,,
646764297,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,6,1,0,0,0,35,,
645420816,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,138,,0,0,,,5331,9
644142864,1,2,1,9,0,1,1,1,1,1,1,1,1,1,1,0,42,9,21,113,1,5,30,30,,160,1
647124755,1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,0,0,6,88,34,2,11,0,94,19,,
646502167,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,38,274,,0,0,,17,1261,1
640538392,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,7,2,0,0,0,7,20,,
643749659,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,84,27,4,3,0,87,18,133,1
642209563,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652072735,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642799393,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640243490,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639850276,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,71,,
643847974,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,10,,0,0,,,1158005,1
647354151,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,,0,0,,27,,
652531496,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,0,0,0,0,25,,
645289768,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,34,0,0,0,1,46,,
645945130,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641947440,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,17,1,0,0,7,54,,
643159860,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,15,1,0,0,2,22,680,1
642570036,1,2,1,10,0,1,1,1,1,1,1,1,1,1,1,0,0,10,7,36,3,1,0,17,28,143,1
650925883,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,46,90,2,3,0,47,47,,
640440126,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,12,,0,0,,31,95,1
650925887,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,46,0,0,2,4,0,4,0,30,,
650827588,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646731588,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,35,1,0,6,1,0,0,1,29,2,1
649385799,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,5,,1,0,,66,,
651515721,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640669517,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,34,1,0,0,0,31,924,17
649418576,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,14,2,60,8,21,4,4,62,,1,1
649287504,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639883089,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,17,11,0,0,0,17,58,,
651319124,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645650263,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641324889,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650893149,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,6,1,2,0,2,,,
650860383,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,6,1,0,0,2,21,,
647616358,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,25,5,11,0,0,25,,,
644339566,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644274031,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644568945,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,210,,0,0,,20,1,1
643880817,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648894323,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,15,0,0,0,0,34,,
646371187,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644339575,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9,1,22,4,1,0,0,23,,,1
